45.525876,-73.559438,13.000000
45.490064,-73.585781,9.000000
45.511104,-73.570046,5.000000
45.446422,-73.589742,8.000000
45.525813,-73.598906,9.000000
45.557152,-73.545215,5.000000
45.527367,-73.579799,5.000000
45.537226,-73.583919,5.000000
45.547013,-73.559653,5.000000
45.511629,-73.578135,9.000000
45.536790,-73.542766,6.000000
45.548112,-73.624700,14.000000
45.532568,-73.601888,10.000000
45.518176,-73.570221,7.000000
45.540790,-73.622993,6.000000
45.517028,-73.564792,39.000000
45.530550,-73.569506,12.000000
45.515042,-73.575119,7.000000
45.532773,-73.567371,7.000000
45.523963,-73.582927,9.000000
45.550240,-73.629366,37.000000
45.521806,-73.578187,18.000000
45.545060,-73.560829,7.000000
45.532913,-73.574579,15.000000
45.494558,-73.580542,6.000000
45.528643,-73.593214,5.000000
45.507707,-73.562564,7.000000
45.485559,-73.580682,17.000000
45.516759,-73.589329,12.000000
45.574928,-73.584501,6.000000
45.515311,-73.561104,7.000000
45.526227,-73.587910,8.000000
45.544237,-73.580997,5.000000
45.490865,-73.584874,8.000000
45.527943,-73.563934,14.000000
45.550974,-73.573156,7.000000
45.533006,-73.552660,5.000000
45.511044,-73.564901,7.000000
45.515875,-73.575489,5.000000
45.535164,-73.572457,5.000000
45.526399,-73.573470,8.000000
45.514393,-73.609975,12.000000
45.507520,-73.558702,5.000000
45.513438,-73.562766,6.000000
45.541451,-73.561619,7.000000
45.522894,-73.580583,9.000000
45.525816,-73.590393,6.000000
45.531014,-73.598493,6.000000
45.492630,-73.582817,13.000000
45.511835,-73.566588,6.000000
45.526907,-73.612824,10.000000
45.512667,-73.573631,8.000000
45.501581,-73.574013,12.000000
45.538297,-73.614434,10.000000
45.526945,-73.589486,6.000000
45.508731,-73.564821,5.000000
45.606670,-73.619983,6.000000
45.517892,-73.564294,6.000000
45.513339,-73.573005,5.000000
45.559310,-73.651227,7.000000
45.520604,-73.567833,10.000000
45.522415,-73.548732,5.000000
45.537392,-73.563023,12.000000
45.512507,-73.555009,15.000000
45.481836,-73.578412,6.000000
45.473457,-73.835020,5.000000
45.538900,-73.631350,5.000000
45.515300,-73.579452,8.000000
45.597560,-73.570204,6.000000
45.508358,-73.571284,5.000000
45.445160,-73.762510,5.000000
45.495737,-73.579444,10.000000
45.509810,-73.567177,10.000000
45.690336,-73.524285,5.000000
45.599153,-73.568937,6.000000
45.548634,-73.574554,7.000000
45.570233,-73.658469,7.000000
45.526264,-73.590018,8.000000
45.554592,-73.554589,10.000000
45.518016,-73.581715,5.000000
45.500853,-73.632196,5.000000
45.529802,-73.570171,6.000000
45.525261,-73.599400,5.000000
45.471082,-73.563921,13.000000
45.534063,-73.618869,11.000000
45.498645,-73.627469,7.000000
45.542651,-73.572454,6.000000
45.523251,-73.553778,8.000000
45.529410,-73.544194,6.000000
45.520737,-73.575882,9.000000
45.519381,-73.580424,10.000000
45.496897,-73.566804,5.000000
45.442633,-73.647157,7.000000
45.502687,-73.559324,5.000000
45.559575,-73.587155,10.000000
45.570494,-73.551004,5.000000
45.553934,-73.555497,6.000000
45.522933,-73.561304,5.000000
45.521372,-73.549756,10.000000
45.547941,-73.607052,5.000000
45.506972,-73.572114,5.000000
45.527814,-73.603300,5.000000
45.520259,-73.590461,6.000000
45.513665,-73.582410,10.000000
45.522356,-73.577675,5.000000
45.515903,-73.565252,5.000000
45.504371,-73.574067,6.000000
45.550589,-73.595005,5.000000
45.544771,-73.600079,9.000000
45.519615,-73.595810,5.000000
45.530866,-73.581458,5.000000
45.503695,-73.574733,7.000000
45.495027,-73.577843,5.000000
45.509491,-73.573678,7.000000
45.514384,-73.561922,5.000000
45.501120,-73.577289,5.000000
45.515758,-73.580496,6.000000
45.442300,-73.647028,5.000000
45.504269,-73.562704,5.000000
45.516909,-73.567467,5.000000
45.528664,-73.585578,6.000000
45.518124,-73.592429,9.000000
45.520100,-73.586390,6.000000
45.592548,-73.574694,5.000000
45.542487,-73.641360,6.000000
45.510530,-73.566551,7.000000
45.498731,-73.570337,5.000000
45.472880,-73.562540,5.000000
45.527016,-73.564228,5.000000
45.532161,-73.567959,5.000000
45.488080,-73.588052,7.000000
45.516439,-73.554833,5.000000
45.536404,-73.598387,5.000000
45.518354,-73.587958,8.000000
45.510763,-73.567011,7.000000
45.432422,-73.629991,6.000000
45.524521,-73.582416,6.000000
45.498051,-73.577489,6.000000
45.517485,-73.582184,5.000000
45.566537,-73.591368,6.000000
45.478519,-73.579559,7.000000
45.501840,-73.576586,6.000000
45.521913,-73.566616,5.000000
45.499551,-73.629257,5.000000
45.514414,-73.556649,5.000000
45.533978,-73.605015,8.000000
45.502778,-73.572838,7.000000
45.527011,-73.608833,6.000000
45.456248,-73.631150,7.000000
45.520227,-73.571657,5.000000
45.474306,-73.608831,6.000000
45.584614,-73.508599,6.000000
45.534094,-73.570177,6.000000
45.549181,-73.627097,5.000000
45.447002,-73.591008,5.000000
45.502678,-73.575742,7.000000
45.593708,-73.621709,6.000000
45.537400,-73.589728,6.000000
45.583863,-73.556437,5.000000
45.535114,-73.565146,6.000000
45.530826,-73.724895,6.000000
45.498627,-73.918294,8.000000
45.539359,-73.605025,7.000000
45.553218,-73.587866,6.000000
45.454398,-73.701200,6.000000
45.536834,-73.563496,5.000000
45.476465,-73.789580,5.000000
45.513317,-73.554267,7.000000
45.539841,-73.696722,6.000000
45.488274,-73.639024,7.000000
45.525337,-73.585963,5.000000
45.479238,-73.558814,7.000000
